DATE,barley,maize,soy,wheat
2016-04-01,100.820156654182,164.465401870748,353.80246275,163.386837777778
2016-05-01,104.321289651854,169.002119897959,388.5121365,157.560342063492
2016-06-01,114.837895796035,179.912739285714,421.228941715909,156.695036666667
2016-07-01,107.387148003168,161.823044821429,390.4018125,133.710203
2016-08-01,98.578196285799,150.21541242236,370.316587793478,127.899911014493
2016-09-01,95.5036906496031,148.51190170068,355.90210275,123.248756190476
2016-10-01,96.6964269126536,152.617444047619,358.38667675,122.558500166667
2016-11-01,97.8845204426408,151.331415714286,368.3730895,122.549797719298
2016-12-01,95.9879821106264,152.729924659864,375.28877875,122.846325555556
2017-01-01,100.064598313533,160.012106964286,379.589978775,137.145735833333
2017-02-01,103.903969612878,162.962535912698,380.872623986842,147.361442105263
2017-03-01,102.567309299263,158.979119254658,366.095056173913,146.43149942029
2017-04-01,103.346480762933,156.540452067669,347.861310355263,138.407590701754
2017-05-01,104.451106087156,158.600219642857,350.179987261364,146.440213333333
2017-06-01,105.872747634662,157.973907142857,339.728909863636,157.246191666667
2017-07-01,110.811972644303,157.610645892857,365.4528402,174.532416666667
2017-08-01,103.238037225517,148.543430357143,345.410749402174,139.050815072464
2017-09-01,99.2839465787475,147.315857857143,353.86020285,138.413392333333
2017-10-01,93.775983331018,148.722376785714,358.276127522727,133.344516031746
2017-11-01,98.2727392784261,148.792165892857,361.4092835,138.045955666667
2017-12-01,94.3266602163686,149.0874275,357.1533569625,147.1032695
2018-01-01,100.249663493563,155.916875340136,356.868812,156.388044126984
2018-02-01,106.774269622297,163.460969736842,371.232237434211,172.289119122807
2018-03-01,108.987846992471,172.076589965986,381.89389625,180.918815873016
2018-04-01,112.208269943126,175.600982482993,381.2683785,180.376409365079
2018-05-01,117.174179091865,179.179058928571,374.848371306818,192.70383
2018-06-01,103.489650842792,165.140285544218,339.9579615,193.07921984127
2018-07-01,99.0122985496339,156.55426547619,312.56203375,196.806077460317
2018-08-01,98.8701601352608,162.522258540373,316.658804152174,211.29205884058
2018-09-01,95.4333201086106,154.945003383459,306.432788605263,191.144421754386
2018-10-01,102.799517044737,160.365565062112,315.852040304348,188.461606666667
2018-11-01,105.397999338289,160.878207678571,322.28161725,181.552390877193
2018-12-01,101.919686752465,167.489880555556,330.482023725,188.535836296296
2019-01-01,102.459223487593,166.846241496599,333.77714625,188.84494968254
2019-02-01,106.881864838995,169.656283458647,334.503041526316,177.916701754386
2019-03-01,103.896170073376,166.321331972789,329.23667475,164.506644761905
2019-04-01,100.845793264938,161.653386564626,324.254404,159.030088730159
2019-05-01,106.162069313344,171.180153571429,305.310919056818,158.281695
2019-06-01,125.373480758058,195.167922321429,326.6147493,174.697763166667
2019-07-01,128.139517728594,189.486373214286,325.469849011364,163.876753333333
2019-08-01,110.276433680156,163.628614285714,314.626282090909,149.363005
2019-09-01,103.709782177152,157.374436607143,322.453525275,146.570486333333
2019-10-01,112.956558375158,167.297794099379,339.87123723913,153.22109
2019-11-01,113.084408346929,166.361785526316,332.9576305125,157.528264259259
2019-12-01,111.431228662094,167.059017321429,334.94944525,165.254640833333
2020-01-01,115.051659790474,171.814135204082,337.079705,178.241777301587
2020-02-01,110.835956674272,168.744598496241,325.428314565789,172.231102807018
2020-03-01,101.676812669613,162.179148214286,319.336156363636,170.874751666667
2020-04-01,97.9840212618048,147.012160204082,309.994349,179.746517936508
2020-05-01,98.6406263994656,143.98924375,309.3314314125,174.954968833333
2020-06-01,101.678356890104,148.042380357143,318.643036568182,169.722336666667
2020-07-01,102.030510426173,152.587619642857,328.935447988636,170.574121666667
2020-08-01,102.610103648888,149.392999829932,332.14117675,174.182476984127
2020-09-01,102.120478790456,166.602533503401,366.824605,204.137313809524
2020-10-01,102.371164053246,186.7663875,387.575052852273,203.4263
2020-11-01,108.051915664124,190.625037593985,419.585496225,210.753936491228
2020-12-01,112.461382943699,199.184417517007,443.655124977273,217.312542857143
2021-01-01,125.698533425369,231.754461466165,504.312117197368,237.944249824561
2021-02-01,137.84528737861,245.554056578947,507.817272789474,240.806388070175
2021-03-01,138.981324779512,245.760356832298,519.879422315217,229.887549275362
2021-04-01,154.252125666342,268.622448809524,537.418366704545,239.936143333333
2021-05-01,195.835226072675,304.297549659864,576.96794925,278.447005396825
2021-06-01,187.365401443455,292.523726785714,537.355735397727,238.767026666667
2021-07-01,180.169082854825,278.445755612245,523.5714795,243.628006984127
2021-08-01,169.775841552389,257.020755357143,504.040055590909,274.87603
2021-09-01,175.574479097863,235.815603571429,469.44013575,269.733507301587
2021-10-01,208.656285859714,239.60245085034,452.02187225,294.036818253968
2021-11-01,224.3597324741,248.767746071429,454.57643425,317.437354813333
2021-12-01,238.510804566249,264.573146768707,473.8100115,324.017900555555
2022-01-01,250.918794288316,276.719178214286,514.4485437,326.081669833333
2022-02-01,249.247019825637,292.671593045113,583.693013289474,347.5032275
2022-03-01,256.266771626368,335.930684161491,617.198306869565,387.665013697101
2022-04-01,262.955867275532,348.507116964286,618.13839025,406.026886301667
2022-05-01,257.364570457882,344.909299603175,617.122967761364,444.15656781746
2022-06-01,259.13460698966,335.717134013605,621.198178125,397.6523199
2022-07-01,240.298062026603,312.682041964286,571.00147225,321.97512765873
2022-08-01,212.400765428984,293.930790333851,576.824169554348,323.016768768116
2022-09-01,180.587514721541,312.546127891156,537.551980159091,346.322181071428
2022-10-01,175.428493569635,343.553283333333,507.5442275,353.712907166667
2022-11-01,178.61640322843,320.929682857143,529.748119329545,344.329860728333
2022-12-01,179.310375120273,302.235405102041,541.831786125,323.654838134921
